stopword & Stemming,"after_N-Gram(1,2)"
"['lot', 'ngegame', 'lancar', 'ajar', 'ngelag', 'developer', 'cache', 'udh', 'bersih', 'sinyal', 'aman', 'bayar', 'ratus', 'ribu', 'ngelag']","['lot', 'lot ngegame', 'ngegame', 'ngegame lancar', 'lancar', 'lancar ajar', 'ajar', 'ajar ngelag', 'ngelag', 'ngelag developer', 'developer', 'developer cache', 'cache', 'cache udh', 'udh', 'udh bersih', 'bersih', 'bersih sinyal', 'sinyal', 'sinyal aman', 'aman', 'aman bayar', 'bayar', 'bayar ratus', 'ratus', 'ratus ribu', 'ribu', 'ribu ngelag', 'ngelag']"
"['pakai', 'uang', 'takut']","['pakai', 'pakai uang', 'uang', 'uang takut', 'takut']"
"['materi', 'ruangbelajarnya', 'lengkap', 'materi', 'master', 'teachernya', 'mudah', 'paham', 'fitur', 'fitur', 'bantu', 'paham', 'pembelajraan']","['materi', 'materi ruangbelajarnya', 'ruangbelajarnya', 'ruangbelajarnya lengkap', 'lengkap', 'lengkap materi', 'materi', 'materi master', 'master', 'master teachernya', 'teachernya', 'teachernya mudah', 'mudah', 'mudah paham', 'paham', 'paham fitur', 'fitur', 'fitur fitur', 'fitur', 'fitur bantu', 'bantu', 'bantu paham', 'paham', 'paham pembelajraan', 'pembelajraan']"
"['aplikasi', 'bagus', 'peringkat', 'peringkat', '10']","['aplikasi', 'aplikasi bagus', 'bagus', 'bagus peringkat', 'peringkat', 'peringkat peringkat', 'peringkat', 'peringkat 10', '10']"
"['aplikasi', 'bagus', 'ajar', 'materi', 'video', 'mudah', 'erti', 'kasih', 'kuis', 'kasih', 'contoh', 'mungkin', 'otak', 'latih', 'mudah', 'cocok', 'terkadang', 'suka', 'pilih', 'ajar', 'efektif', 'langgan', 'ruangguru', 'giat', 'ajar', 'fitur', 'bagus', 'seru', 'terimakasih', 'ruangguru', 'dampak']","['aplikasi', 'aplikasi bagus', 'bagus', 'bagus ajar', 'ajar', 'ajar materi', 'materi', 'materi video', 'video', 'video mudah', 'mudah', 'mudah erti', 'erti', 'erti kasih', 'kasih', 'kasih kuis', 'kuis', 'kuis kasih', 'kasih', 'kasih contoh', 'contoh', 'contoh mungkin', 'mungkin', 'mungkin otak', 'otak', 'otak latih', 'latih', 'latih mudah', 'mudah', 'mudah cocok', 'cocok', 'cocok terkadang', 'terkadang', 'terkadang suka', 'suka', 'suka pilih', 'pilih', 'pilih ajar', 'ajar', 'ajar efektif', 'efektif', 'efektif langgan', 'langgan', 'langgan ruangguru', 'ruangguru', 'ruangguru giat', 'giat', 'giat ajar', 'ajar', 'ajar fitur', 'fitur', 'fitur bagus', 'bagus', 'bagus seru', 'seru', 'seru terimakasih', 'terimakasih', 'terimakasih ruangguru', 'ruangguru', 'ruangguru dampak', 'dampak']"
"['aplikasi', 'bagus', 'banget', 'video', 'ajar', 'susah', 'banget', 'putar', 'loading', 'jaring', 'bagus', 'bagus', 'baik']","['aplikasi', 'aplikasi bagus', 'bagus', 'bagus banget', 'banget', 'banget video', 'video', 'video ajar', 'ajar', 'ajar susah', 'susah', 'susah banget', 'banget', 'banget putar', 'putar', 'putar loading', 'loading', 'loading jaring', 'jaring', 'jaring bagus', 'bagus', 'bagus bagus', 'bagus', 'bagus baik', 'baik']"
"['materi', 'mudah', 'erti', 'ruang', 'guru']","['materi', 'materi mudah', 'mudah', 'mudah erti', 'erti', 'erti ruang', 'ruang', 'ruang guru', 'guru']"
"['ruang', 'guru', 'pake', 'uang', 'ajar', 'sungguh', 'sungguh', 'capai', 'cita', 'cita', 'pakai', 'ruang', 'guru', 'bayar', 'fiturnya', 'uang', 'susah', '700', 'ribu']","['ruang', 'ruang guru', 'guru', 'guru pake', 'pake', 'pake uang', 'uang', 'uang ajar', 'ajar', 'ajar sungguh', 'sungguh', 'sungguh sungguh', 'sungguh', 'sungguh capai', 'capai', 'capai cita', 'cita', 'cita cita', 'cita', 'cita pakai', 'pakai', 'pakai ruang', 'ruang', 'ruang guru', 'guru', 'guru bayar', 'bayar', 'bayar fiturnya', 'fiturnya', 'fiturnya uang', 'uang', 'uang susah', 'susah', 'susah 700', '700', '700 ribu', 'ribu']"
['bagus'],['bagus']
"['banyak', 'gaya', 'banget', 'ngebug', 'nyaman', 'bagus', 'stylenya', 'lancar', 'lancar', 'banding', 'adapto', 'apa', 'bug']","['banyak', 'banyak gaya', 'gaya', 'gaya banget', 'banget', 'banget ngebug', 'ngebug', 'ngebug nyaman', 'nyaman', 'nyaman bagus', 'bagus', 'bagus stylenya', 'stylenya', 'stylenya lancar', 'lancar', 'lancar lancar', 'lancar', 'lancar banding', 'banding', 'banding adapto', 'adapto', 'adapto apa', 'apa', 'apa bug', 'bug']"
"['sgt', 'bantu', 'proses', 'tambah', 'ilmu', 'tahu', 'karna', 'ruangguru', 'lulus', 'hukum', 'ugm']","['sgt', 'sgt bantu', 'bantu', 'bantu proses', 'proses', 'proses tambah', 'tambah', 'tambah ilmu', 'ilmu', 'ilmu tahu', 'tahu', 'tahu karna', 'karna', 'karna ruangguru', 'ruangguru', 'ruangguru lulus', 'lulus', 'lulus hukum', 'hukum', 'hukum ugm', 'ugm']"
"['email', 'dipake', 'ruang', 'guru', 'gabisa', 'hapus', 'akun']","['email', 'email dipake', 'dipake', 'dipake ruang', 'ruang', 'ruang guru', 'guru', 'guru gabisa', 'gabisa', 'gabisa hapus', 'hapus', 'hapus akun', 'akun']"
"['terimakasih', 'ruangguru', 'download', 'ruangguru', 'suka', 'ajar']","['terimakasih', 'terimakasih ruangguru', 'ruangguru', 'ruangguru download', 'download', 'download ruangguru', 'ruangguru', 'ruangguru suka', 'suka', 'suka ajar', 'ajar']"
"['aplikasi', 'bagus', 'ajar']","['aplikasi', 'aplikasi bagus', 'bagus', 'bagus ajar', 'ajar']"
['moga'],['moga']
"['bagus', 'banget', 'pas', 'ajar', 'pintercerdas', 'banget']","['bagus', 'bagus banget', 'banget', 'banget pas', 'pas', 'pas ajar', 'ajar', 'ajar pintercerdas', 'pintercerdas', 'pintercerdas banget', 'banget']"
"['aplikasi', 'bergunakadang', 'nilai', 'kadang', '90', 'sihpokoknya', 'neng', 'banget', 'gede', 'moga', 'kampus', 'impi', 'aamiinayo', 'aamiin', 'terimakasih', 'bantu', 'ajar']","['aplikasi', 'aplikasi bergunakadang', 'bergunakadang', 'bergunakadang nilai', 'nilai', 'nilai kadang', 'kadang', 'kadang 90', '90', '90 sihpokoknya', 'sihpokoknya', 'sihpokoknya neng', 'neng', 'neng banget', 'banget', 'banget gede', 'gede', 'gede moga', 'moga', 'moga kampus', 'kampus', 'kampus impi', 'impi', 'impi aamiinayo', 'aamiinayo', 'aamiinayo aamiin', 'aamiin', 'aamiin terimakasih', 'terimakasih', 'terimakasih bantu', 'bantu', 'bantu ajar', 'ajar']"
['bagus'],['bagus']
"['bagus', 'aplikasi']","['bagus', 'bagus aplikasi', 'aplikasi']"
"['bayar', 'langgan', 'aktif', 'kemarin', '2x', 'hubung', 'cs', 'via', 'aplikasi', 'solusi']","['bayar', 'bayar langgan', 'langgan', 'langgan aktif', 'aktif', 'aktif kemarin', 'kemarin', 'kemarin 2x', '2x', '2x hubung', 'hubung', 'hubung cs', 'cs', 'cs via', 'via', 'via aplikasi', 'aplikasi', 'aplikasi solusi', 'solusi']"
"['mantap', 'ajar']","['mantap', 'mantap ajar', 'ajar']"
"['robo', 'guru', 'terbaikn', 'tingkat']","['robo', 'robo guru', 'guru', 'guru terbaikn', 'terbaikn', 'terbaikn tingkat', 'tingkat']"
"['tolong', 'tim', 'ruang', 'guru', 'nelfon', 'mulupadahal', 'cuman', 'iseng', 'iseng', 'download', 'ditelfonin', 'mulu']","['tolong', 'tolong tim', 'tim', 'tim ruang', 'ruang', 'ruang guru', 'guru', 'guru nelfon', 'nelfon', 'nelfon mulupadahal', 'mulupadahal', 'mulupadahal cuman', 'cuman', 'cuman iseng', 'iseng', 'iseng iseng', 'iseng', 'iseng download', 'download', 'download ditelfonin', 'ditelfonin', 'ditelfonin mulu', 'mulu']"
"['nyesel', 'banget', 'download', 'apk', 'niat', 'cari', 'video', 'ajar', 'spam', 'chat', 'sampe', 'spam', 'call', 'menggangu', 'banget']","['nyesel', 'nyesel banget', 'banget', 'banget download', 'download', 'download apk', 'apk', 'apk niat', 'niat', 'niat cari', 'cari', 'cari video', 'video', 'video ajar', 'ajar', 'ajar spam', 'spam', 'spam chat', 'chat', 'chat sampe', 'sampe', 'sampe spam', 'spam', 'spam call', 'call', 'call menggangu', 'menggangu', 'menggangu banget', 'banget']"
['bantu'],['bantu']
"['level', '34', 'pusing', 'berterimakasih', 'ruang', 'guru', 'bimbing', 'fahira']","['level', 'level 34', '34', '34 pusing', 'pusing', 'pusing berterimakasih', 'berterimakasih', 'berterimakasih ruang', 'ruang', 'ruang guru', 'guru', 'guru bimbing', 'bimbing', 'bimbing fahira', 'fahira']"
"['akun', 'langgan', 'aktif', 'akses', 'tolong', 'ngembaliinnya']","['akun', 'akun langgan', 'langgan', 'langgan aktif', 'aktif', 'aktif akses', 'akses', 'akses tolong', 'tolong', 'tolong ngembaliinnya', 'ngembaliinnya']"
[],[]
"['ruang', 'guru', 'guna', 'banget', 'ajar', 'paham', 'pas', 'ajar', 'ruang', 'guru', 'paham', 'banget']","['ruang', 'ruang guru', 'guru', 'guru guna', 'guna', 'guna banget', 'banget', 'banget ajar', 'ajar', 'ajar paham', 'paham', 'paham pas', 'pas', 'pas ajar', 'ajar', 'ajar ruang', 'ruang', 'ruang guru', 'guru', 'guru paham', 'paham', 'paham banget', 'banget']"
"['seru', 'banget']","['seru', 'seru banget', 'banget']"
"['bimbel', 'ruangguru', 'ruangbelajarruangbelajar', 'plus', 'bao', 'kritik', 'tahan', 'sebab', 'ajar', 'pergi', 'bimbel', 'rg', 'sistem', 'ajar', 'tele', 'ajar', 'bosan', 'sempat', 'ajar']","['bimbel', 'bimbel ruangguru', 'ruangguru', 'ruangguru ruangbelajarruangbelajar', 'ruangbelajarruangbelajar', 'ruangbelajarruangbelajar plus', 'plus', 'plus bao', 'bao', 'bao kritik', 'kritik', 'kritik tahan', 'tahan', 'tahan sebab', 'sebab', 'sebab ajar', 'ajar', 'ajar pergi', 'pergi', 'pergi bimbel', 'bimbel', 'bimbel rg', 'rg', 'rg sistem', 'sistem', 'sistem ajar', 'ajar', 'ajar tele', 'tele', 'tele ajar', 'ajar', 'ajar bosan', 'bosan', 'bosan sempat', 'sempat', 'sempat ajar', 'ajar']"
"['turut', 'ruang', 'guru', 'bagustetapi', 'baik', 'kembang', 'depan', 'akses', 'wifi', 'provaider']","['turut', 'turut ruang', 'ruang', 'ruang guru', 'guru', 'guru bagustetapi', 'bagustetapi', 'bagustetapi baik', 'baik', 'baik kembang', 'kembang', 'kembang depan', 'depan', 'depan akses', 'akses', 'akses wifi', 'wifi', 'wifi provaider', 'provaider']"
['mantabs'],['mantabs']
[],[]
[],[]
"['sedih', 'kecewe', 'langgan', 'ruang', 'guru', 'bayar', 'indongmert', 'pesan', 'tolak', 'alas', 'kendala', 'ruang', 'guru', 'moga', 'kendala', 'baik', 'kerja', 'tingkat', 'terima', 'kasih']","['sedih', 'sedih kecewe', 'kecewe', 'kecewe langgan', 'langgan', 'langgan ruang', 'ruang', 'ruang guru', 'guru', 'guru bayar', 'bayar', 'bayar indongmert', 'indongmert', 'indongmert pesan', 'pesan', 'pesan tolak', 'tolak', 'tolak alas', 'alas', 'alas kendala', 'kendala', 'kendala ruang', 'ruang', 'ruang guru', 'guru', 'guru moga', 'moga', 'moga kendala', 'kendala', 'kendala baik', 'baik', 'baik kerja', 'kerja', 'kerja tingkat', 'tingkat', 'tingkat terima', 'terima', 'terima kasih', 'kasih']"
"['ajar', 'video', 'tarik', 'aplikasi', 'nilai', '75', '85']","['ajar', 'ajar video', 'video', 'video tarik', 'tarik', 'tarik aplikasi', 'aplikasi', 'aplikasi nilai', 'nilai', 'nilai 75', '75', '75 85', '85']"
['bagus'],['bagus']
"['bagus', 'aplikasi', 'tolong', 'banyakin', 'fitur', 'gratis', 'kasi', 'bintang', '5']","['bagus', 'bagus aplikasi', 'aplikasi', 'aplikasi tolong', 'tolong', 'tolong banyakin', 'banyakin', 'banyakin fitur', 'fitur', 'fitur gratis', 'gratis', 'gratis kasi', 'kasi', 'kasi bintang', 'bintang', 'bintang 5', '5']"
"['males', 'pakai', 'ruang', 'guru', 'daftar', 'ruang', 'guru', 'ngapai', 'chat', 'gua', 'kepo', 'knp', 'instal', 'sampe', 'telfon', 'daftar', 'yauda', 'daftar', 'ngapai', 'sms', 'gtu', 'uda', 'gtu', 'gadijawab', 'mlh', 'spam', 'kecewa']","['males', 'males pakai', 'pakai', 'pakai ruang', 'ruang', 'ruang guru', 'guru', 'guru daftar', 'daftar', 'daftar ruang', 'ruang', 'ruang guru', 'guru', 'guru ngapai', 'ngapai', 'ngapai chat', 'chat', 'chat gua', 'gua', 'gua kepo', 'kepo', 'kepo knp', 'knp', 'knp instal', 'instal', 'instal sampe', 'sampe', 'sampe telfon', 'telfon', 'telfon daftar', 'daftar', 'daftar yauda', 'yauda', 'yauda daftar', 'daftar', 'daftar ngapai', 'ngapai', 'ngapai sms', 'sms', 'sms gtu', 'gtu', 'gtu uda', 'uda', 'uda gtu', 'gtu', 'gtu gadijawab', 'gadijawab', 'gadijawab mlh', 'mlh', 'mlh spam', 'spam', 'spam kecewa', 'kecewa']"
"['tolong', 'admin', 'ruang', 'guru', 'spam', 'nomor', 'tolak', 'berkalikali', 'tawar', 'risih', 'chat', 'bpk', 'ku']","['tolong', 'tolong admin', 'admin', 'admin ruang', 'ruang', 'ruang guru', 'guru', 'guru spam', 'spam', 'spam nomor', 'nomor', 'nomor tolak', 'tolak', 'tolak berkalikali', 'berkalikali', 'berkalikali tawar', 'tawar', 'tawar risih', 'risih', 'risih chat', 'chat', 'chat bpk', 'bpk', 'bpk ku', 'ku']"
"['suruh', 'verifikasi', 'bener', 'nyusahin', 'apk']","['suruh', 'suruh verifikasi', 'verifikasi', 'verifikasi bener', 'bener', 'bener nyusahin', 'nyusahin', 'nyusahin apk', 'apk']"
"['this', 'cool']","['this', 'this cool', 'cool']"
"['aplnya', 'bantu', 'ajar']","['aplnya', 'aplnya bantu', 'bantu', 'bantu ajar', 'ajar']"
"['rg', 'lot', 'aplikasi', 'sinyal', 'bagus', 'ganggu', 'pas', 'ajar']","['rg', 'rg lot', 'lot', 'lot aplikasi', 'aplikasi', 'aplikasi sinyal', 'sinyal', 'sinyal bagus', 'bagus', 'bagus ganggu', 'ganggu', 'ganggu pas', 'pas', 'pas ajar', 'ajar']"
"['bantu', 'ajar']","['bantu', 'bantu ajar', 'ajar']"
['manfaat'],['manfaat']
"['bagus', 'aplikasi', 'bantu', 'susah', 'materi', 'paham', 'erti', 'video', 'ajar', 'nnya', 'muda', 'erti', 'tryout', 'pts', 'terimakasih', 'ruangguru']","['bagus', 'bagus aplikasi', 'aplikasi', 'aplikasi bantu', 'bantu', 'bantu susah', 'susah', 'susah materi', 'materi', 'materi paham', 'paham', 'paham erti', 'erti', 'erti video', 'video', 'video ajar', 'ajar', 'ajar nnya', 'nnya', 'nnya muda', 'muda', 'muda erti', 'erti', 'erti tryout', 'tryout', 'tryout pts', 'pts', 'pts terimakasih', 'terimakasih', 'terimakasih ruangguru', 'ruangguru']"
"['manfaat', 'moga', 'tingkat', 'kadang', 'suka', 'ngeleg', 'liat', 'bahas']","['manfaat', 'manfaat moga', 'moga', 'moga tingkat', 'tingkat', 'tingkat kadang', 'kadang', 'kadang suka', 'suka', 'suka ngeleg', 'ngeleg', 'ngeleg liat', 'liat', 'liat bahas', 'bahas']"
"['aplikasi', 'buka']","['aplikasi', 'aplikasi buka', 'buka']"
"['bantu', 'mudah', 'paham', 'ajar', 'apk', 'siap', 'ajar', 'besok']","['bantu', 'bantu mudah', 'mudah', 'mudah paham', 'paham', 'paham ajar', 'ajar', 'ajar apk', 'apk', 'apk siap', 'siap', 'siap ajar', 'ajar', 'ajar besok', 'besok']"
['manfaat'],['manfaat']
"['bagus', 'peraktis']","['bagus', 'bagus peraktis', 'peraktis']"
"['aplikasi', 'bagus', 'bantu', 'ajar']","['aplikasi', 'aplikasi bagus', 'bagus', 'bagus bantu', 'bantu', 'bantu ajar', 'ajar']"
"['fitur', 'download', 'susah', 'bagus', 'offline', 'jga', 'download', 'kadang', 'puter', 'kira2', 'knp']","['fitur', 'fitur download', 'download', 'download susah', 'susah', 'susah bagus', 'bagus', 'bagus offline', 'offline', 'offline jga', 'jga', 'jga download', 'download', 'download kadang', 'kadang', 'kadang puter', 'puter', 'puter kira2', 'kira2', 'kira2 knp', 'knp']"
"['error', 'vidionya', 'gabisa', 'buka', 'pdhl', 'udh', 'langgan', 'ngerjakan', 'kuis', 'kadang', 'gaada', 'jelas', 'kadang', 'gabisa', 'pencet', 'kuis', 'ngulang', 'kuis', 'jelas', 'kadang', 'nyambung', 'overal', 'bagus']","['error', 'error vidionya', 'vidionya', 'vidionya gabisa', 'gabisa', 'gabisa buka', 'buka', 'buka pdhl', 'pdhl', 'pdhl udh', 'udh', 'udh langgan', 'langgan', 'langgan ngerjakan', 'ngerjakan', 'ngerjakan kuis', 'kuis', 'kuis kadang', 'kadang', 'kadang gaada', 'gaada', 'gaada jelas', 'jelas', 'jelas kadang', 'kadang', 'kadang gabisa', 'gabisa', 'gabisa pencet', 'pencet', 'pencet kuis', 'kuis', 'kuis ngulang', 'ngulang', 'ngulang kuis', 'kuis', 'kuis jelas', 'jelas', 'jelas kadang', 'kadang', 'kadang nyambung', 'nyambung', 'nyambung overal', 'overal', 'overal bagus', 'bagus']"
"['hebat', 'mantap']","['hebat', 'hebat mantap', 'mantap']"
"['video', 'jelas', 'guru', 'loading', 'gabisa', 'putar']","['video', 'video jelas', 'jelas', 'jelas guru', 'guru', 'guru loading', 'loading', 'loading gabisa', 'gabisa', 'gabisa putar', 'putar']"
"['ruang', 'guru', 'nyebelin', 'banget', 'tryout', 'ngestuck', 'nyebelin']","['ruang', 'ruang guru', 'guru', 'guru nyebelin', 'nyebelin', 'nyebelin banget', 'banget', 'banget tryout', 'tryout', 'tryout ngestuck', 'ngestuck', 'ngestuck nyebelin', 'nyebelin']"
"['coba', 'eror', 'coba', 'game', 'papa']","['coba', 'coba eror', 'eror', 'eror coba', 'coba', 'coba game', 'game', 'game papa', 'papa']"
"['karyawannya', 'phk', 'gede', 'ngiklan', 'aplikasi']","['karyawannya', 'karyawannya phk', 'phk', 'phk gede', 'gede', 'gede ngiklan', 'ngiklan', 'ngiklan aplikasi', 'aplikasi']"
"['langgan', 'karna', 'kakak', 'kakak', 'dateng', 'seko', 'ku', 'tawar', 'bimbel', 'onlineharga', 'jangkau', 'banget', 'lengkap', 'this']","['langgan', 'langgan karna', 'karna', 'karna kakak', 'kakak', 'kakak kakak', 'kakak', 'kakak dateng', 'dateng', 'dateng seko', 'seko', 'seko ku', 'ku', 'ku tawar', 'tawar', 'tawar bimbel', 'bimbel', 'bimbel onlineharga', 'onlineharga', 'onlineharga jangkau', 'jangkau', 'jangkau banget', 'banget', 'banget lengkap', 'lengkap', 'lengkap this', 'this']"
"['fitur', 'adaptonya', 'bagus', 'banget']","['fitur', 'fitur adaptonya', 'adaptonya', 'adaptonya bagus', 'bagus', 'bagus banget', 'banget']"
"['gg', 'mantab']","['gg', 'gg mantab', 'mantab']"
"['aplikasi', 'manfaat', 'ajar', 'teman2', 'ajar', 'manfaat']","['aplikasi', 'aplikasi manfaat', 'manfaat', 'manfaat ajar', 'ajar', 'ajar teman2', 'teman2', 'teman2 ajar', 'ajar', 'ajar manfaat', 'manfaat']"
['bayar'],['bayar']
"['bgs', 'banget', 'aplikasi']","['bgs', 'bgs banget', 'banget', 'banget aplikasi', 'aplikasi']"
['bagussd'],['bagussd']
"['ruang', 'guru', 'hebat', 'percaya', 'ruang', 'guru', 'ku', '1']","['ruang', 'ruang guru', 'guru', 'guru hebat', 'hebat', 'hebat percaya', 'percaya', 'percaya ruang', 'ruang', 'ruang guru', 'guru', 'guru ku', 'ku', 'ku 1', '1']"
"['daridulu', 'henti', 'spam', 'nomor', 'daftar']","['daridulu', 'daridulu henti', 'henti', 'henti spam', 'spam', 'spam nomor', 'nomor', 'nomor daftar', 'daftar']"
"['jwujur', 'lumayan', 'sihh', 'kyk', 'asiq', 'ajh', 'bljr', 'ruang', 'guru']","['jwujur', 'jwujur lumayan', 'lumayan', 'lumayan sihh', 'sihh', 'sihh kyk', 'kyk', 'kyk asiq', 'asiq', 'asiq ajh', 'ajh', 'ajh bljr', 'bljr', 'bljr ruang', 'ruang', 'ruang guru', 'guru']"
"['bagus', 'video', 'ajar', 'oke', 'suka', 'teman', 'ajar', 'ken', 'ajar']","['bagus', 'bagus video', 'video', 'video ajar', 'ajar', 'ajar oke', 'oke', 'oke suka', 'suka', 'suka teman', 'teman', 'teman ajar', 'ajar', 'ajar ken', 'ken', 'ken ajar', 'ajar']"
"['internet', 'lancar', 'buka', 'tube', 'google', 'knp', 'buka', 'ruang', 'guru', 'koneksi', 'ulang', 'mulu']","['internet', 'internet lancar', 'lancar', 'lancar buka', 'buka', 'buka tube', 'tube', 'tube google', 'google', 'google knp', 'knp', 'knp buka', 'buka', 'buka ruang', 'ruang', 'ruang guru', 'guru', 'guru koneksi', 'koneksi', 'koneksi ulang', 'ulang', 'ulang mulu', 'mulu']"
['membanty'],['membanty']
['mantaapp'],['mantaapp']
"['video', 'loading', 'pdhl', 'jaring', 'baguss']","['video', 'video loading', 'loading', 'loading pdhl', 'pdhl', 'pdhl jaring', 'jaring', 'jaring baguss', 'baguss']"
"['ruang', 'guru', 'apk', 'bayar', 'ruang', 'guru']","['ruang', 'ruang guru', 'guru', 'guru apk', 'apk', 'apk bayar', 'bayar', 'bayar ruang', 'ruang', 'ruang guru', 'guru']"
['bagus'],['bagus']
"['seru', 'banget']","['seru', 'seru banget', 'banget']"
"['aplikasi', 'bagus', 'ajar']","['aplikasi', 'aplikasi bagus', 'bagus', 'bagus ajar', 'ajar']"
['bagus'],['bagus']
"['bagus', 'banget', 'ruang', 'guru', 'ajar', 'rumah', 'libur', 'sekolah', 'mantul', 'ruang', 'guru']","['bagus', 'bagus banget', 'banget', 'banget ruang', 'ruang', 'ruang guru', 'guru', 'guru ajar', 'ajar', 'ajar rumah', 'rumah', 'rumah libur', 'libur', 'libur sekolah', 'sekolah', 'sekolah mantul', 'mantul', 'mantul ruang', 'ruang', 'ruang guru', 'guru']"
"['bagus', 'jelas', 'mudah', 'erti', 'pokok', 'suka', 'bgtt', 'ruangguru', 'love', 'mutch', 'ruangguru']","['bagus', 'bagus jelas', 'jelas', 'jelas mudah', 'mudah', 'mudah erti', 'erti', 'erti pokok', 'pokok', 'pokok suka', 'suka', 'suka bgtt', 'bgtt', 'bgtt ruangguru', 'ruangguru', 'ruangguru love', 'love', 'love mutch', 'mutch', 'mutch ruangguru', 'ruangguru']"
"['coba', 'coba', 'ajar', 'pakai', 'ruang', 'guru', 'marahin', 'ortu', 'mulu']","['coba', 'coba coba', 'coba', 'coba ajar', 'ajar', 'ajar pakai', 'pakai', 'pakai ruang', 'ruang', 'ruang guru', 'guru', 'guru marahin', 'marahin', 'marahin ortu', 'ortu', 'ortu mulu', 'mulu']"
"['tolong', 'pet', 'rg', 'level', 'udh', '50', 'pas', 'klik', 'evolusi']","['tolong', 'tolong pet', 'pet', 'pet rg', 'rg', 'rg level', 'level', 'level udh', 'udh', 'udh 50', '50', '50 pas', 'pas', 'pas klik', 'klik', 'klik evolusi', 'evolusi']"
"['bagus', 'aplikasi']","['bagus', 'bagus aplikasi', 'aplikasi']"
"['awalyah', 'suka', 'ajar', 'pake', 'ruang', 'guru', 'super', 'suka', 'ajar', 'terimakasih', 'ruang', 'guru']","['awalyah', 'awalyah suka', 'suka', 'suka ajar', 'ajar', 'ajar pake', 'pake', 'pake ruang', 'ruang', 'ruang guru', 'guru', 'guru super', 'super', 'super suka', 'suka', 'suka ajar', 'ajar', 'ajar terimakasih', 'terimakasih', 'terimakasih ruang', 'ruang', 'ruang guru', 'guru']"
"['ruangguruku', 'nda', 'login', 'koneksi', 'internetnya', 'lancar', 'paket', 'ruanggurunya', 'nda', 'login', 'bantu']","['ruangguruku', 'ruangguruku nda', 'nda', 'nda login', 'login', 'login koneksi', 'koneksi', 'koneksi internetnya', 'internetnya', 'internetnya lancar', 'lancar', 'lancar paket', 'paket', 'paket ruanggurunya', 'ruanggurunya', 'ruanggurunya nda', 'nda', 'nda login', 'login', 'login bantu', 'bantu']"
"['seru', 'guru', 'privat']","['seru', 'seru guru', 'guru', 'guru privat', 'privat']"
"['aplikasi', 'bagus', 'banget', 'tambah', 'nilai']","['aplikasi', 'aplikasi bagus', 'bagus', 'bagus banget', 'banget', 'banget tambah', 'tambah', 'tambah nilai', 'nilai']"
"['aplikasi', 'ajar', 'senang', 'mudah', 'paham', 'bantu', 'banget', 'siap', 'ptspas', 'fitur', 'adapto', 'paham', 'ajar', 'harap', 'moga', 'ruangguru', 'depan', 'bangun', 'generasi', 'bangsa', 'indonesia', 'cerdas', 'sdm']","['aplikasi', 'aplikasi ajar', 'ajar', 'ajar senang', 'senang', 'senang mudah', 'mudah', 'mudah paham', 'paham', 'paham bantu', 'bantu', 'bantu banget', 'banget', 'banget siap', 'siap', 'siap ptspas', 'ptspas', 'ptspas fitur', 'fitur', 'fitur adapto', 'adapto', 'adapto paham', 'paham', 'paham ajar', 'ajar', 'ajar harap', 'harap', 'harap moga', 'moga', 'moga ruangguru', 'ruangguru', 'ruangguru depan', 'depan', 'depan bangun', 'bangun', 'bangun generasi', 'generasi', 'generasi bangsa', 'bangsa', 'bangsa indonesia', 'indonesia', 'indonesia cerdas', 'cerdas', 'cerdas sdm', 'sdm']"
